id,transactionId,deliveryDate,deliveryLocation,numberOfShipments,nopol,notes,status,geom,createdAt,updatedAt,details
dcefdecf-7723-4195-8b42-5bbf6ee754d1,f418b559-7d8c-4089-bce4-a4d014b6dd70,2026-04-09 00:00:00,Jakal,3,AB 8839 UF,,DELIVERED,,2026-04-09 16:53:13.534,2026-04-09 16:53:13.819,Auto generated dari transaksi TRX-2026-00293. Driver: LATHIEF NUR S
7217199b-9ac2-4b90-9a5e-a47e6f9a5cad,1781107a-eabc-47e7-9e8e-23fc0a0b5263,2026-04-09 00:00:00,Jangkang,10,AB 8839 UF,,DELIVERED,,2026-04-09 16:53:57.505,2026-04-09 16:53:57.784,Auto generated dari transaksi TRX-2026-00295. Driver: LATHIEF NUR S
ac4b9c11-aafe-456d-8804-fa64a6a5f993,19e7447b-a896-4314-8b6f-e54312bddf98,2026-04-09 00:00:00,Jangkang,14,AB 8839 UF,,DELIVERED,,2026-04-09 16:54:42.979,2026-04-09 16:54:43.412,Auto generated dari transaksi TRX-2026-00296. Driver: LATHIEF NUR S
acd2924d-5801-4141-b554-caa4e2ba5263,af9e0461-5bf8-493e-8752-b649ebd15128,2026-04-09 00:00:00,"JL. BESI JANGKANG, KLEDON, SUKOHARJO, NGAGLIK, SLEMAN,",7,AB 8839 UF,,DELIVERED,,2026-04-09 16:55:31.037,2026-04-09 16:55:31.294,Auto generated dari transaksi TRX-2026-00297. Driver: LATHIEF NUR S
b1abcdb7-cc5e-4825-adcd-c064d6366c39,5bddb3b9-fb8d-44c6-a9a4-337419386abe,2026-04-09 00:00:00,"JL. NGAGLIK, KARANGLO, SUKOHARJO, NGAGLIK, SLEMAN",4,AB 8839 UF,,DELIVERED,,2026-04-09 16:56:10.817,2026-04-09 16:56:11.134,Auto generated dari transaksi TRX-2026-00298. Driver: LATHIEF NUR S
c8f766f5-8bf6-4d4a-81c3-5b21b5b8bc98,cea6e10f-5ead-4eea-9e3d-4baf293c09c6,2026-04-09 00:00:00,"BLAMBANGAN, JOGOTIRTIO, KEC. BERBAH, KAB. SLEMAN, DIY",32,AB 8839 UF,,DELIVERED,,2026-04-09 16:56:56.437,2026-04-09 16:56:56.721,Auto generated dari transaksi TRX-2026-00299. Driver: LATHIEF NUR S
f9e76bd5-fc6f-43bf-88f6-f40541311601,0e3591eb-7100-4df4-ad0e-93cdd61c8aec,2026-04-09 00:00:00,Wedomartani,5,AB 8839 UF,,DELIVERED,,2026-04-09 16:57:38.901,2026-04-09 16:57:39.295,Auto generated dari transaksi TRX-2026-00300. Driver: LATHIEF NUR S
e0faee4d-37c5-4d93-ac31-5d3619fd9b7c,5a06f69c-6a0e-4079-bf88-3ccf31b94a70,2026-04-09 00:00:00,Jakal,11,AB 8839 UF,,DELIVERED,,2026-04-09 16:58:20.922,2026-04-09 16:58:21.088,Auto generated dari transaksi TRX-2026-00301. Driver: LATHIEF NUR S
fffb2be3-934d-45a2-965c-470118fb8b9f,73721511-b5ea-4ebf-b2b7-c44e9a4568e5,2026-04-09 00:00:00,Condongcatur,9,AB 8839 UF,,DELIVERED,,2026-04-09 16:59:10.609,2026-04-09 16:59:11.076,Auto generated dari transaksi TRX-2026-00302. Driver: LATHIEF NUR S
a271228d-98b4-456e-9812-9e475c78f112,31e140dd-310b-41fc-ab49-263cb0ec26b6,2026-04-09 00:00:00,"7C96+CW7, Bakungan, Wedomartani, Kec. Ngemplak, Kabupaten Sleman, Daerah Istimewa Yogyakarta",9,AB 8839 UF,,DELIVERED,,2026-04-09 17:00:12.612,2026-04-09 17:00:12.761,Auto generated dari transaksi TRX-2026-00303. Driver: LATHIEF NUR S
50784be4-2dba-4eca-974d-41020989d52a,8e012d04-c65b-4566-8a58-1d8ae9f6f24e,2026-04-10 00:00:00,Jakal,4,AB 8839 UF,,DELIVERED,,2026-04-09 17:00:57.788,2026-04-09 17:00:58.177,Auto generated dari transaksi TRX-2026-00304. Driver: LATHIEF NUR S
b932fb3b-e813-48f3-bcf2-c80716befb73,3c5658f7-795f-49c7-9f95-40a208a8697b,2026-04-10 00:00:00,Condongcatur,3,AB 8839 UF,,DELIVERED,,2026-04-09 17:01:33.325,2026-04-09 17:01:33.743,Auto generated dari transaksi TRX-2026-00305. Driver: LATHIEF NUR S
4b95e2a3-5895-47e3-9cfd-d498ba86aaa6,47aa3318-5f32-4637-9463-cb24835b193c,2026-04-09 00:00:00,Jakal,6,AB 8839 UF,,DELIVERED,,2026-04-09 16:53:13.55,2026-04-09 17:02:39.275,Auto generated dari transaksi TRX-2026-00294. Driver: LATHIEF NUR S
84d31d52-501d-42e1-8057-3c94942ecbc7,ba84ab6d-e349-4652-acee-aeb0d63200f6,2026-04-09 00:00:00,"KRINGINAN, TIRTOMARTANI, KALASAN, SLEMAN",2,AB 8839 UF,,DELIVERED,,2026-04-09 16:42:04.414,2026-04-09 17:02:47.622,Auto generated dari transaksi TRX-2026-00281. Driver: LATHIEF NUR S
2cf01018-9dd6-4e4f-a95a-a6ae9d0a9eb6,6f8768ba-dcce-436b-9a79-43ab56c7a32e,2026-04-10 00:00:00,"Jl. Cangkringan, Bayen, Purwomartani, Kec. Kalasan, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55571",44,AB 9223 SE,,PENDING,,2026-04-10 03:10:29.576,2026-04-10 03:10:29.576,Auto generated dari transaksi TRX-2026-00306. Driver: FITRI RESTANTO
8605732c-0550-476c-80d8-ce70d68fb88d,1a0a13b1-1cda-4c05-9cc4-1166f9e01b3a,2026-04-10 00:00:00,"Jl. Cangkringan No.KM.1, Duri, Tirtomartani, Kec. Kalasan, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55571",9,AB 9223 SE,,PENDING,,2026-04-10 03:38:36.849,2026-04-10 03:38:36.849,Auto generated dari transaksi TRX-2026-00307. Driver: FITRI RESTANTO
c4e47293-7ac3-46c3-904d-c53ff6dee032,cac51555-8a4f-470a-b693-b19503cd939e,2026-04-10 00:00:00,"6FF5+8J3, Jl. Jogja - Solo No.KM.12, RW.5, Kringinan, Tirtomartani, Kec. Kalasan, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55571",14,AB 9223 SE,,PENDING,,2026-04-10 03:39:14.052,2026-04-10 03:39:14.052,Auto generated dari transaksi TRX-2026-00308. Driver: FITRI RESTANTO
5fdc3818-f54c-4c3b-9de3-e89274429b77,c142a33c-2f98-4c03-9a58-129e7f4478f8,2026-04-10 00:00:00,Alamat tidak tersedia,3,AB 9223 SE,,PENDING,,2026-04-10 04:29:58.064,2026-04-10 04:29:58.064,Auto generated dari transaksi TRX-2026-00309. Driver: FITRI RESTANTO
ecb89a29-9a9c-4657-995e-c84a0d91d17e,ca5744d4-2025-4833-bc2e-6d0be5f6809a,2026-04-10 00:00:00,"Mega Andalan Motor Industri Pt., Dinginan, Sumberharjo, Kec. Prambanan, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55572",15,AB 9223 SE,,PENDING,,2026-04-10 04:30:25.528,2026-04-10 04:30:25.528,Auto generated dari transaksi TRX-2026-00310. Driver: FITRI RESTANTO
e0a51056-d654-4138-8513-f83e7d8b030a,b456b2d4-274b-4227-b42f-797679f8c1a5,2026-04-10 00:00:00,"5FWM+WRV Sumberharjo, Kabupaten Sleman, Daerah Istimewa Yogyakarta",3,AB 9223 SE,,PENDING,,2026-04-10 04:30:53.603,2026-04-10 04:30:53.603,Auto generated dari transaksi TRX-2026-00311. Driver: FITRI RESTANTO
09040183-addc-4579-8c4c-c5374af52631,218c00ea-4188-486f-8738-8e1980af5fb2,2026-04-10 00:00:00,"Mega Andalan Motor Industri Pt., Dinginan, Sumberharjo, Kec. Prambanan, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55572",1,AB 9223 SE,,PENDING,,2026-04-10 04:31:17.501,2026-04-10 04:31:17.501,Auto generated dari transaksi TRX-2026-00312. Driver: FITRI RESTANTO
bcf9acae-2ef3-4130-ad04-460e508fff78,06339dcc-6075-4bd9-9379-8017b7ffe326,2026-04-10 00:00:00,"Mega Andalan Motor Industri Pt., Dinginan, Sumberharjo, Kec. Prambanan, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55572",2,AB 9223 SE,,PENDING,,2026-04-10 04:31:47.361,2026-04-10 04:31:47.361,Auto generated dari transaksi TRX-2026-00313. Driver: FITRI RESTANTO
4334a69e-90e6-469a-9a71-643a823a1082,ea869832-8d5e-415b-bbfa-3ca2f0e36ea3,2026-04-10 00:00:00,"Mega Andalan Motor Industri Pt., Dinginan, Sumberharjo, Kec. Prambanan, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55572",7,AB 9223 SE,,PENDING,,2026-04-10 04:32:12.743,2026-04-10 04:32:12.743,Auto generated dari transaksi TRX-2026-00314. Driver: FITRI RESTANTO
5980d6b4-8a78-44af-aa1f-e316280fea57,c98f4aa3-8ef5-427b-a2cb-c5a905b475d3,2026-04-10 00:00:00,"Jl. Raya Piyungan - Prambanan No.Km 5, Dinginan, Sumberharjo, Kec. Prambanan, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55572",4,AB 9223 SE,,PENDING,,2026-04-10 04:33:06.574,2026-04-10 04:33:06.574,Auto generated dari transaksi TRX-2026-00315. Driver: FITRI RESTANTO
65d4614e-c4a6-435f-9d7e-2a2fc087d103,05e4e9ad-e8d0-4437-aa92-ebab6d02865f,2026-04-10 00:00:00,"Jl. Tj. Tirto No.14, Jarakan, Tirtomartani, Kec. Kalasan, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55571",11,AB 9223 SE,,PENDING,,2026-04-10 05:05:39.23,2026-04-10 05:05:39.23,Auto generated dari transaksi TRX-2026-00316. Driver: FITRI RESTANTO
9db28526-bfd6-450c-be3c-74241aebee8a,11ea853f-8c5e-4507-8533-3e66b582defd,2026-04-10 00:00:00,"Mega Andalan Motor Industri Pt., Dinginan, Sumberharjo, Kec. Prambanan, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55572",6,AB 9223 SE,,PENDING,,2026-04-10 05:06:24.299,2026-04-10 05:06:24.299,Auto generated dari transaksi TRX-2026-00317. Driver: FITRI RESTANTO
a91e1fac-26f1-4495-8d08-76bbc2c44ae9,e3136d04-6e97-4b88-97b7-5b58a2c7a66e,2026-04-10 00:00:00,"Jl. Tengah Sawah, Jarakan, Tirtomartani, Kec. Kalasan, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55571",6,AB 9223 SE,,PENDING,,2026-04-10 05:06:49.191,2026-04-10 05:06:49.191,Auto generated dari transaksi TRX-2026-00318. Driver: FITRI RESTANTO
0696de68-6e7d-4906-a391-5fbebb2d15fa,afaa19ed-a6f7-441a-bdec-b27bf6c96b41,2026-04-10 00:00:00,"JL BHAYANGKARA NO 48, TEMULAWAK, TRIHARJO, SLEMAN, DIY",9,AB 8446 AY,,PENDING,,2026-04-10 05:24:28.677,2026-04-10 05:24:28.677,Auto generated dari transaksi TRX-2026-00319. Driver: AGUS SUYANTO
f2e18bac-755f-45aa-b8b8-d6f10f706762,ccf3d09f-7a0a-46fd-8c53-9361702aa72d,2026-04-10 00:00:00,"JL BHAYANGKARA NO 48, TEMULAWAK, TRIHARJO, SLEMAN, DIY",6,AB 8446 AY,,PENDING,,2026-04-10 05:25:26.425,2026-04-10 05:25:26.425,Auto generated dari transaksi TRX-2026-00320. Driver: AGUS SUYANTO
295f7f2e-330a-41bc-8e99-f28cffebe9a5,a1230f08-dcd2-43e4-a436-bc8b13c713e0,2026-04-10 00:00:00,"JL. MURANGAN VIII KM.1 PANGGERAN 12, TRIHARJO",1,AB 8446 AY,,DELIVERED,,2026-04-10 05:27:41.643,2026-04-10 05:27:41.773,Auto generated dari transaksi TRX-2026-00321. Driver: AGUS SUYANTO
d974a07c-be30-45d2-aaae-671055198621,42e6b8f8-a8c2-42c2-978a-d323496e8633,2026-04-10 00:00:00,"MURANGAN, JL AGROWISATA , PANGGERAN 8, TRIHARJO, SLEMAN, DIY",4,AB 8446 AY,,PENDING,,2026-04-10 05:28:50.323,2026-04-10 05:28:50.323,Auto generated dari transaksi TRX-2026-00322. Driver: AGUS SUYANTO
0d7c0753-9088-4465-9e14-3ed84ff8abaf,191e8b74-7c64-43e9-90c3-3681e4d9014d,2026-04-10 00:00:00,"JL. PARASAMYA,BERAN LOR,TRIDADI,KEC.SLEMAN,KAB.SLEMAN,DIY",2,AB 8446 AY,,PENDING,,2026-04-10 05:29:46.755,2026-04-10 05:29:46.755,Auto generated dari transaksi TRX-2026-00323. Driver: AGUS SUYANTO
445ec744-028e-4cf6-b574-417f569eb2e4,9bae7d98-1d6d-4bb6-99c3-4109d1a76077,2026-04-10 00:00:00,"JL.PARASAMYA NO.22,BERAN LOR,TRIDADI,KEC.SLEMAN,SLEMAN,DIY",2,AB 8446 AY,,PENDING,,2026-04-10 05:30:53.5,2026-04-10 05:30:53.5,Auto generated dari transaksi TRX-2026-00324. Driver: AGUS SUYANTO
ff766e0c-91b4-4baf-8a49-178e41058988,7784a990-53be-427c-8526-88a0dccfa14f,2026-04-10 00:00:00,"BERAN KIDUL,TRIDADI,KEC.SLEMAN,SLEMAN,DIY",2,AB 8446 AY,,PENDING,,2026-04-10 05:31:58.921,2026-04-10 05:31:58.921,Auto generated dari transaksi TRX-2026-00325. Driver: AGUS SUYANTO
267b1351-d8cc-4001-b5e6-3e7401bf6671,d8372e9e-6317-4b40-8e4b-74c811fcaae6,2026-04-10 00:00:00,"JL.MERAPI NO.68,BERAN KIDUL,TRIDADI,SLEMAN,DIY",2,AB 8446 AY,,DELIVERED,,2026-04-10 05:32:59.457,2026-04-10 05:32:59.765,Auto generated dari transaksi TRX-2026-00326. Driver: AGUS SUYANTO
217123b6-d9c9-4a96-adbb-982583ce1126,053b3b1e-5048-48b5-886c-64c31fbc9f43,2026-04-10 00:00:00,"Jl. Kusumanegara No.19 - 23, Semaki, Kec. Umbulharjo, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55166",8,AB 8446 AY,,PENDING,,2026-04-10 06:04:41.893,2026-04-10 06:04:41.893,Auto generated dari transaksi TRX-2026-00327. Driver: AGUS SUYANTO
7d14a83d-ca18-43f2-9f13-9b1a9e3000aa,623dcd4b-8718-4754-b48b-95f157797b48,2026-04-10 00:00:00,"Jl. Kusumanegara No.31, Semaki, Kec. Umbulharjo, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55167",6,AB 8446 AY,,PENDING,,2026-04-10 06:07:05.431,2026-04-10 06:07:05.431,Auto generated dari transaksi TRX-2026-00328. Driver: AGUS SUYANTO
1b8759be-7c49-472a-9a03-d0f8e407faf3,b60b3ace-ab29-4a0d-8c7f-a4b965e6da42,2026-04-10 00:00:00,"JL. KUSUMANEGARA, NO 26, SEMAKI, UMBULHARJO, YK",6,AB 8446 AY,,PENDING,,2026-04-10 06:08:04.994,2026-04-10 06:08:04.994,Auto generated dari transaksi TRX-2026-00329. Driver: AGUS SUYANTO
a91a9f0d-d5c1-4407-85cb-8d8a4198d1cb,64aeb329-7d38-4374-9e3d-111d7ec2dea4,2026-04-10 00:00:00,"Jl. Ringroad Selatan No.133f, Tanjung, Bangunharjo, Kec. Sewon, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55188",13,AB 8446 AY,,PENDING,,2026-04-10 06:32:11.247,2026-04-10 06:32:11.247,Auto generated dari transaksi TRX-2026-00330. Driver: AGUS SUYANTO
91b52b2f-d030-4a34-afb1-fc7b9245d584,94cf8530-b4dd-4954-8ba5-5721895ef92e,2026-04-10 00:00:00,"JL SEWON INDAH, GENENG, PANGGUNG HARJO, SEWON, BANTUL DIY",17,AB 8446 AY,,PENDING,,2026-04-10 07:41:28.318,2026-04-10 07:41:28.318,Auto generated dari transaksi TRX-2026-00331. Driver: AGUS SUYANTO
5402d0d3-3538-4af9-a1cc-78f57cb70f09,30abadca-f2cf-430f-a49e-c7f2948426aa,2026-04-10 00:00:00,"JL Sitimulyo, Sitimulyo, Kawasan Industri Zona II Nganyang, Nganyang, Sitimulyo, Bantul, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55792",70,AB 9223 SE,,PENDING,,2026-04-10 08:51:20.783,2026-04-10 08:51:20.783,Auto generated dari transaksi TRX-2026-00332. Driver: FITRI RESTANTO
454d00db-b87c-4da6-8b0c-256fbc54379e,7afaabd9-064d-4123-9463-ecf5952974e9,2026-04-10 00:00:00,"Jl Noyokerten, RT.04/RW.38, Noyokerten, Sendangtirto, Kec. Berbah, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55166",10,AB 9223 SE,,PENDING,,2026-04-10 08:52:58.52,2026-04-10 08:52:58.52,Auto generated dari transaksi TRX-2026-00334. Driver: FITRI RESTANTO
eb6f6fde-5636-4f06-ac9f-d237c80c2f34,f0d0f0e7-ecd0-4c71-81ce-93577e59d849,2026-04-10 00:00:00," Gg. Mawar No.1974, Bantul Wr., Bantul, Kec. Bantul, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55711, Indonesia",15,AB 8446 AY,,PENDING,,2026-04-10 09:01:19.939,2026-04-10 09:01:19.939,Auto generated dari transaksi TRX-2026-00335. Driver: AGUS SUYANTO
88710950-2cd7-42ae-868f-b441510fc036,6bb49423-5e75-460e-ad83-f8c84e353adb,2026-04-10 00:00:00,"JL.BANTUL NO 78 CEPIT RT 05 SEWON, BANTUL, DIY",8,AB 8446 AY,,DELIVERED,,2026-04-10 09:02:31.41,2026-04-10 09:02:31.587,Auto generated dari transaksi TRX-2026-00336. Driver: AGUS SUYANTO
eb9fb870-a3b9-44d4-acad-10088425050e,dd31411f-a9d9-4a28-9771-fdfb5f3cc466,2026-04-10 00:00:00,Jakal,4,AB 8839 UF,,DELIVERED,,2026-04-10 15:24:45.894,2026-04-10 15:24:46.091,Auto generated dari transaksi TRX-2026-00337. Driver: LATHIEF NUR S
22a9a964-9322-4593-9099-f2550f559cd7,09b49f87-9b14-4304-be41-e929dbba82ca,2026-04-10 00:00:00,"JL.KALIURANG NO. 14, KM 14  MANDING, UMBULMARTANI, NGEMPLAK, SLEMAN",5,AB 8839 UF,,DELIVERED,,2026-04-10 15:33:49.512,2026-04-10 15:33:49.693,Auto generated dari transaksi TRX-2026-00338. Driver: LATHIEF NUR S
93f528b9-6b77-4034-91aa-bff146b583cc,c7cf7dcb-5312-4435-be81-5ca6d87bdfc0,2026-04-10 00:00:00,"JL KALIURANG NO 14,5, TJ. MANDING, UMBULMARTANI, NGEMPLAK, SLEMAN, DIY 55584",5,AB 8839 UF,,DELIVERED,,2026-04-10 15:34:31.775,2026-04-10 15:34:31.899,Auto generated dari transaksi TRX-2026-00339. Driver: LATHIEF NUR S
2aa69878-bdc6-47e4-b342-de8373ebfa75,103706b9-e261-48d2-9fc6-fa44504bc7c2,2026-04-10 00:00:00,"JL.KALIURANG, NGEMPLAK, UMBULMARTANI, SLEMAN",2,AB 8839 UF,,DELIVERED,,2026-04-10 15:35:18.422,2026-04-10 15:35:18.542,Auto generated dari transaksi TRX-2026-00340. Driver: LATHIEF NUR S
c8dbee41-3748-4c59-9fff-a95c87aeac51,64c87c94-d5f7-4a89-8d16-176321ea9917,2026-04-10 00:00:00,"Kalidadap, Harjobinangun, Kec. Pakem, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55582",4,AB 8839 UF,,DELIVERED,,2026-04-10 15:36:14.058,2026-04-10 15:36:14.197,Auto generated dari transaksi TRX-2026-00341. Driver: LATHIEF NUR S
34b38e8e-7456-441c-96f0-9632582f2a35,f701d4e9-d6eb-48f6-802a-e280a16b4610,2026-04-10 00:00:00,Jetis,14,AB 8839 UF,,DELIVERED,,2026-04-10 15:38:12.699,2026-04-10 15:38:12.847,Auto generated dari transaksi TRX-2026-00342. Driver: LATHIEF NUR S
a0ea6399-fda1-45d3-8e84-9ec8e4461806,cd4f7fc3-1d69-4f7e-8820-fb73e260b01d,2026-04-10 00:00:00,"JL. KALIURANG SUKANAN, PAKEMBINANGUN, PAKEM, SLEMAN",4,AB 8839 UF,,DELIVERED,,2026-04-10 15:39:06.836,2026-04-10 15:39:07.015,Auto generated dari transaksi TRX-2026-00343. Driver: LATHIEF NUR S
2f5192a9-cb60-4d74-a0ad-24468945d434,13bb63fe-b8a0-47c9-9302-d971d5afb4ff,2026-04-10 00:00:00,Kalasan,3,AB 8839 UF,,DELIVERED,,2026-04-10 15:41:01.146,2026-04-10 15:41:01.285,Auto generated dari transaksi TRX-2026-00344. Driver: LATHIEF NUR S
48bfaca9-f41e-4905-a0f6-7ccb670cae5f,1809ea7a-a0ba-4aa2-ad36-c52be9bbb390,2026-04-10 00:00:00,"PADUKAN, PAKEMBINANGUN, PAKEM, SLEMAN",10,AB 8839 UF,,DELIVERED,,2026-04-10 15:41:43.582,2026-04-10 15:41:43.736,Auto generated dari transaksi TRX-2026-00345. Driver: LATHIEF NUR S
c6bca7b3-27a7-44b6-b2b8-527377245ea0,5bb7cf91-8ff8-4cd7-a3eb-fdd439faaa53,2026-04-10 00:00:00,Jakal,5,AB 8839 UF,,DELIVERED,,2026-04-10 15:43:10.95,2026-04-10 15:43:11.086,Auto generated dari transaksi TRX-2026-00346. Driver: LATHIEF NUR S
864cdd5b-1042-4d41-aaf7-c058c650280f,2ee10e53-9818-4274-9ee2-b7a4f82378d6,2026-04-10 00:00:00,"JL.CANGKRINGAN,DURI ,TIRTOMARTANI KEC.KALASAN SLEMAN",5,AB 8839 UF,,DELIVERED,,2026-04-10 15:43:53.692,2026-04-10 15:43:53.826,Auto generated dari transaksi TRX-2026-00347. Driver: LATHIEF NUR S
71846ed5-5227-4036-9e91-f9008aee456c,1de49d7f-c97f-49e7-832f-af430739529c,2026-04-10 00:00:00,Cangkringan,5,AB 8839 UF,,DELIVERED,,2026-04-10 15:45:33.777,2026-04-10 15:45:33.948,Auto generated dari transaksi TRX-2026-00348. Driver: LATHIEF NUR S
456cbf91-f992-4c97-8b46-7af4209cbe8c,c652741b-82a7-48d3-87be-55af5801ba98,2026-04-10 00:00:00,"JL RAYA  SOLO - YOGYAKARTA, KM 13, KARANG KALASAN, TIRTOMARTANI, KALASAN, SLEMAN",3,AB 8839 UF,,DELIVERED,,2026-04-10 15:46:12.046,2026-04-10 15:46:12.164,Auto generated dari transaksi TRX-2026-00349. Driver: LATHIEF NUR S
0132a748-5bfa-45b3-96b7-ed1ac1b021ce,bcb41639-32fe-4317-861a-339e27097703,2026-04-10 00:00:00,Cangkringan,2,AB 8839 UF,,DELIVERED,,2026-04-10 15:50:46.889,2026-04-10 15:50:47.28,Auto generated dari transaksi TRX-2026-00350. Driver: LATHIEF NUR S
4409788e-0ec1-45e4-bb4d-6c22208643c1,8ae836b2-8973-40a8-a0e3-f0986da8013a,2026-04-10 00:00:00,"JL. CANGKRINGAN, KRINGINAN, TIRTOMARTANI, KALASAN, SLEMAN",2,AB 8839 UF,,DELIVERED,,2026-04-10 15:51:16.26,2026-04-10 15:51:17.276,Auto generated dari transaksi TRX-2026-00351. Driver: LATHIEF NUR S
25687bb7-aca1-4d37-a8c1-f258e4e7733b,3d76f1dd-f3da-4843-903a-a114a0ee7674,2026-04-10 00:00:00,Jakal,2,AB 8839 UF,,DELIVERED,,2026-04-10 15:52:46.875,2026-04-10 15:52:47.064,Auto generated dari transaksi TRX-2026-00352. Driver: LATHIEF NUR S
e36dc95c-a9d3-479c-afe4-92f9c28e9e95,cfe92487-d373-40c3-9832-711fb6039883,2026-04-10 00:00:00,"JL.KALIURANG  No.KM.14,5, Lodadi, Umbulmartani, Kec. Ngemplak, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55584",11,AB 8839 UF,,DELIVERED,,2026-04-10 15:53:40.47,2026-04-10 15:53:40.628,Auto generated dari transaksi TRX-2026-00353. Driver: LATHIEF NUR S
04ab2f17-53a2-43d9-afa1-17a7663b9fbc,a502d353-ad86-4060-b45c-8482d9dc3a4d,2026-04-10 00:00:00,"JL.CANDI 3, JL. KALIURANG KM 12 , CANDI, SARDONOHARJO, NGAGLIK, SLEMAN",3,AB 8839 UF,,DELIVERED,,2026-04-10 16:05:27.344,2026-04-10 16:05:27.893,Auto generated dari transaksi TRX-2026-00354. Driver: LATHIEF NUR S
9b9c254f-f719-47d0-8bad-e29586cd0f1b,38c8283b-0cd5-4499-b2dd-2623bd354b4b,2026-04-10 00:00:00,"Jl. Meces - Pokoh, Wonosalam, Sukoharjo, Kec. Ngaglik, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55584",4,AB 8839 UF,,DELIVERED,,2026-04-10 16:08:06.427,2026-04-10 16:08:07.345,Auto generated dari transaksi TRX-2026-00355. Driver: LATHIEF NUR S
9b526841-c6de-4ffb-a302-4d633213670b,660a1df1-d72e-4793-b3aa-a4823dccd950,2026-04-10 00:00:00,"RT 05 RW 27, DERO, JL. RAYA TAJEM, KENAYAN, WEDOMARTANI, NGEMPLAK, SLEMAN",6,AB 8839 UF,,DELIVERED,,2026-04-10 16:09:00.016,2026-04-10 16:09:00.132,Auto generated dari transaksi TRX-2026-00356. Driver: LATHIEF NUR S
15bd2ba1-3ba3-42e9-b205-f9638e8ddd52,0c967a1e-1a0b-4954-ad43-48e3caca24a4,2026-04-10 00:00:00,"KENAYAN, WEDOMARTANI, SLEMAN",3,AB 8839 UF,,DELIVERED,,2026-04-10 16:09:39.863,2026-04-10 16:09:40.022,Auto generated dari transaksi TRX-2026-00357. Driver: LATHIEF NUR S
88a670b6-38ef-4257-823f-dd21219797df,58e958f4-4ca2-4687-90d6-3bd4712eab4e,2026-04-10 00:00:00,"JL. RAYA TAJEM NO. 43, KENAYAN, WEDOMARTANI, NGEMPLAK, SLEMAN",6,AB 8839 UF,,DELIVERED,,2026-04-10 16:10:22.284,2026-04-10 16:10:22.406,Auto generated dari transaksi TRX-2026-00358. Driver: LATHIEF NUR S
87d8f9b3-36da-4a35-a639-6c93ca0457e0,a01110f5-80b6-4f35-9a34-cf8996deb738,2026-04-10 00:00:00,Wedomartani,1,AB 8839 UF,,DELIVERED,,2026-04-10 16:11:40.856,2026-04-10 16:11:41.216,Auto generated dari transaksi TRX-2026-00359. Driver: LATHIEF NUR S
cb8467b4-9ea0-427c-92ce-8939e143e8c4,2d5d2aac-39b0-4642-8aee-e25c42e53677,2026-04-10 00:00:00,"JL AMARTA NO B 28, MALANGREJO, WEDOMARTANI, NGEMPLAK, SLEMAN, DIY",1,AB 8839 UF,,DELIVERED,,2026-04-10 16:12:16.653,2026-04-10 16:12:16.78,Auto generated dari transaksi TRX-2026-00360. Driver: LATHIEF NUR S
5c20f73b-c394-42fc-95c1-b0edd99f75bd,88dae694-5bab-4f99-a91d-8aa38a520e7b,2026-04-10 00:00:00,"JL. AMARTA NO. B28, MALANGREJO, WEDOMARTANI, NGEMPLAK, SLEMAN",3,AB 8839 UF,,DELIVERED,,2026-04-10 16:12:59.193,2026-04-10 16:13:00.459,Auto generated dari transaksi TRX-2026-00361. Driver: LATHIEF NUR S
3d93d43c-faf7-45d2-87b5-c71f0d536ab1,34a9d156-9af8-47f9-9387-6467ffe272fa,2026-04-10 00:00:00,"JL KANTIL NO.5, BLOTAN, WEDOMARTANI NGEMPLAK SLEMAN",6,AB 8839 UF,,DELIVERED,,2026-04-10 16:13:33.168,2026-04-10 16:13:33.314,Auto generated dari transaksi TRX-2026-00362. Driver: LATHIEF NUR S
ac3eeb86-a7d6-4914-b287-d7a9d5dbb4ab,4698068c-c957-4e34-8bdf-aa2d7ff61ec0,2026-04-10 00:00:00,"JL. KARANGANYAR RAYA BLOTAN, WEDOMARTANI KEC.NGEMPLAK KEC.SLEMAN",2,AB 8839 UF,,DELIVERED,,2026-04-10 16:14:45.924,2026-04-10 16:14:46.398,Auto generated dari transaksi TRX-2026-00363. Driver: LATHIEF NUR S
